browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,152.0.0.0,1366,768,Windows,en-GB,2026-09-16_01:05:39,2026-09-16_09:05:39,2026-09-15_17:52:16,M379914,TYYZGZ-02,M379914,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M379914&batch_id=TYYZGZ-02,7078.508

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"2",Q1,test,"",box,before,Preliminary question 1/2 <br> What is your age in years?,word,"pattern:""[0-9]+""",response < 30,screenout,"",11132,"31",6098,4214;4305,""
"3",Q2,test,Preliminary question 2/2,box,before,Preliminary question 2/2 <br> How many cigarettes do you smoke per day?,word,"pattern:""[0-9]+""",response < 10,screenout,"",31395,"10",20256,9655;19029;19483,""
"16","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",113412,"80",14260,"","80"
"18","",test,"",box,"",What did you do during the break? (optional),word,"","","","",421133,Smoke,6968,4208;4527;4739;4856;4973,""
"25","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",451820,"82",6674,"","82"
"27","",test,"",box,"",What did you do during the break? (optional),word,"","","","",758367,drink water,5992,3702;3930;3997;4317;4418;4594;4670;4771;5024;5107;5242,""
"39","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",803498,"85",3692,"","85"
"41","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1113748,eat bread,9681,4884;5135;5667;6634;7618;7955;8173;8418;8688,""
"48","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1158084,"80",21844,"","80"
"50","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1490294,read,30841,16161;16422;16675;16817;17054;17197;17802;18080;18248;20941;25352;25454;25606;25849;25993;26414;26708;26850;27357;27548;29476;29637;29754;29932,""
"62","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1528315,"78",3980,"","78"
"71","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1854486,"75",4546,"","75"
"73","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2169822,sit,14729,4682;4767;5070,""
"85","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2207404,"83",4266,"","83"
"87","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2548827,watched something,34183,2397;2558;2708;2876;2926;4350;4433;5082;5123;5318;5419;5495;5596;5740;5831;27425;27585;28031;28182;29042;29309;29453;29537;29655;29882;30362;30479;30589;30657;30883;30934;31027;31186;31253,""
"94","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2569325,"70",5947,"","70"
