browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,152.0.0.0,1920,1080,UNIX,en-US,2026-09-15_22:40:31,2026-09-15_16:40:31,2026-09-15_17:52:16,M051731,TYYZGZ-02,M051731,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M051731&batch_id=TYYZGZ-02,6953.87

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"2",Q1,test,"",box,before,Preliminary question 1/2 <br> What is your age in years?,word,"pattern:""[0-9]+""",response < 30,screenout,"",101261,"47",19915,16089;16756,""
"3",Q2,test,Preliminary question 2/2,box,before,Preliminary question 2/2 <br> How many cigarettes do you smoke per day?,word,"pattern:""[0-9]+""",response < 10,screenout,"",107446,"20",6155,3634;4487,""
"16","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",188295,"4",8686,"","4"
"18","",test,"",box,"",What did you do during the break? (optional),word,"","","","",509947,I was scrolling on my phone,20954,4491;4888;5444;8399;8670;8948;9484;9730;10163;10520;10958;11265;11464;11747;12049;12425;12707;13005;13342;13586;13877;14295;14605;15776;16278;16717;17115;17510,""
"25","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",539918,"8",7786,"","8"
"27","",test,"",box,"",What did you do during the break? (optional),word,"","","","",853833,Scroll on my phone,13387,4264;4939;6201;6774;7306;7464;7828;8180;8519;8781;9022;9406;9698;10129;10599;11000;11416;11950,""
"39","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",906262,"11",9563,"","11"
"41","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1218781,Watched tv,11682,6306;6667;7110;7573;7961;8241;8522;8792;9828;10590,""
"48","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1254519,"15",8981,"","15"
"50","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1567241,scoll on phone,11921,4799;5200;5735;6304;6492;6826;7163;7480;7704;8069;8664;9007;9480;9833,""
"62","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1614332,"17",8180,"","17"
"71","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1967626,"19",9457,"","19"
"73","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2276674,TV,8430,3431;4381,""
"85","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2324861,"22",7360,"","22"
"87","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2630717,TV,5089,2416;3594,""
"94","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2677129,"24",20881,"","24"
"96","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2992650,TV,14834,4931;13427,""
"108","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3048976,"28",9715,"","28"
"110","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3362900,Scroll on my phone,13161,3764;4540;4963;5374;5792;5999;6351;6903;7206;7481;7785;9162;9474;10445;10997;11330;11626;12050,""
"117","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3395245,"33",7220,"","33"
