browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,152.0.0.0,1920,1080,UNIX,en-US,2026-09-15_22:40:31,2026-09-15_16:40:31,2026-09-15_17:52:16,M051731,TYYZGZ-02,M051731,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M051731&batch_id=TYYZGZ-02,6953.87

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"119","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3714252,TV,18412,15262;16549,""
"131","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3760427,"38",4951,"","38"
"133","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4065442,TV,4314,2891;3447,""
"140","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4100279,"43",8402,"","43"
"142","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4411420,Scroll on phone,10340,3060;3509;3910;4236;4523;4702;4994;5313;5765;6764;7013;7330;8028;8418;8797;9159,""
"154","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4460603,"49",11889,"","49"
"156","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4765725,TV,4291,2661;3507,""
"163","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4804961,"57",9088,"","57"
"165","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5142997,TV,37194,35868;36296,""
"177","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5188407,"55",6042,"","55"
"179","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5493272,TV,4114,1732;2320,""
"186","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5523825,"65",5410,"","65"
"188","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5841007,TV,16311,7927;9908,""
"200","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5902004,"81",9337,"","81"
"202","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6215231,TV,12517,9097;9741,""
"209","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6250531,"86",8617,"","86"
"211","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6559666,TV,8331,5750;7113,""
"223","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6605364,"88",8841,"","88"
"225","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6914062,TV,8058,5586;6932,""
"232","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6953870,"96",7197,"","96"
