browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,153.0.0.0,1366,768,Windows,en-GB,2026-09-16_00:03:01,2026-09-16_05:33:01,2026-09-15_17:52:16,M086296,TYYZGZ-02,M086296,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M086296&batch_id=TYYZGZ-02,8057.846

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"2",Q1,test,"",box,before,Preliminary question 1/2 <br> What is your age in years?,word,"pattern:""[0-9]+""",response < 30,screenout,"",14481,"43",7081,4177;5393,""
"3",Q2,test,Preliminary question 2/2,box,before,Preliminary question 2/2 <br> How many cigarettes do you smoke per day?,word,"pattern:""[0-9]+""",response < 10,screenout,"",26489,"12",12004,9844;9956,""
"16","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",139782,"85",20954,"","85"
"18","",test,"",box,"",What did you do during the break? (optional),word,"","","","",481358,went for a walk,40892,18672;19804;20756;20971;21188;21644;21812;21972;22123;22612;24516;24756;25300;25508;26004;27892,""
"25","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",554576,"83",15772,"","83"
"27","",test,"",box,"",What did you do during the break? (optional),word,"","","","",893523,watering the plants,32563,3499;3843;4235;4419;4523;4955;5267;5395;5619;5771;5947;6075;6307;6555;6763;6907;7171;7403;11139,""
"39","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",988241,"79",15445,"","79"
"41","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1304625,giving food to dog,13204,2773;3037;3460;3716;4117;4316;4501;5005;5412;5852;6092;7148;7725;7932;8037;8973;9180;9540,""
"48","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1368546,"75",10096,"","75"
"50","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1680014,playing with pets,10952,2632;2848;2968;3336;3696;3992;4296;4456;5040;5224;5440;5568;5720;6160;6456;6768;7320,""
"62","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1784674,"73",21106,"","73"
"71","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2164642,"69",11964,"","69"
"73","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2501521,bathroom break,20142,2782;2902;3398;3870;4350;4606;4766;5070;5278;6230;6470;6622;7134;10782,""
"85","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2578879,"70",14212,"","70"
"87","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2909310,house chores,14046,4950;5102;5534;5806;5894;6166;6718;6902;7446;7806;7878;8134,""
"94","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2977778,"64",11416,"","64"
"96","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3314580,sorting clothes,10581,2677;2893;3197;3629;3981;4325;4565;4805;5893;6229;6653;6933;7181;7461;7597,""
"108","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3389809,"85",16478,"","85"
"110","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3713753,doing laundry,11407,2367;2543;2807;3151;3751;4095;5007;5127;5479;5767;6295;6655;7127,""
"117","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3791260,"55",20932,"","55"
"119","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4151014,still doing laundry,12974,3254;3766;4029;4342;4510;4702;5653;5886;6134;6437;6710;6941;8150;8326;8669;8990;9318;9694;10245,""
"131","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4236080,"41",14097,"","41"
"133","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4609132,hanging clothes,17599,2295;2446;2687;9598;9758;10102;10342;10583;11134;11286;11527;11887;12046;12503;12567,""
"140","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4666496,"29",10456,"","29"
