browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,153.0.0.0,1366,768,Windows,en-GB,2026-09-16_00:03:01,2026-09-16_05:33:01,2026-09-15_17:52:16,M086296,TYYZGZ-02,M086296,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M086296&batch_id=TYYZGZ-02,8057.846

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"142","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5021825,cleaning the floor,10603,2235;2410;2650;2899;3514;3786;4138;4378;4547;4763;4882;5091;5259;5691;5906;6162;6362;6546,""
"154","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5078660,"85",9687,"","85"
"156","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5425822,cleaning the carpets,20350,2894;3094;3302;3494;4086;4398;4718;4910;5102;5494;5606;6110;6486;6694;7022;7358;12238;12462;12534;12806;17566,""
"163","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5485941,"60",7224,"","60"
"165","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5841220,"taking rest, doing nothing",38657,2065;2433;2849;3065;3289;3649;3929;4081;4257;4409;4585;4705;4897;25857;26073;26465;26681;27049;27170;27393;28185;28241;28473;28857;31193;31329;31921;32145;32409;32705;32873;33009;33409;33801;34193;34321;34601;34873;35041,""
"177","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5898059,"88",8642,"","88"
"179","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6415248,preparing the breakfast,23849,9057;9225;9537;9929;10161;12889;13129;13281;14081;14241;14673;14857;15145;15249;15465;15569;15745;15897;16081;18529;18721;18825;19209;19593;20225;20505;20681;21233,""
"186","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6487717,"32",40293,"","32"
"188","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6837125,working in kitchen,13244,3676;3844;4084;4460;4716;5028;5148;5340;5780;6108;6268;6700;6932;7212;7724;7892;8156;8428,""
"200","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6914961,"83",8546,"","83"
"202","",test,"",box,"",What did you do during the break? (optional),word,"","","","",7236835,reading news paper,12448,2416;2536;2903;3943;4143;4471;4584;4751;5327;5591;5679;6040;6232;6663;6760;6999;7487;7639,""
"209","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",7278878,"24",8777,"","24"
"211","",test,"",box,"",What did you do during the break? (optional),word,"","","","",7604760,reading news paper,10110,2398;2470;2830;3334;3606;3966;4086;4246;4870;5101;5182;5550;5766;6070;6158;6398;6774;6877,""
"223","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",7669377,"85",13388,"","85"
"225","",test,"",box,"",What did you do during the break? (optional),word,"","","","",7990430,talking with friends,13452,3325;3620;3892;4141;4348;4644;4804;5020;5388;5596;5829;5908;6108;6572;6653;6980;7165;7468;7701;7852,""
"232","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",8057846,"81",9709,"","81"
