browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,152.0.0.0,1920,1080,Windows,en-US,2026-09-15_20:34:59,2026-09-15_13:34:59,2026-09-15_17:52:16,M271464,TYYZGZ-02,M271464,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M271464&batch_id=TYYZGZ-02,8849.16

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"2",Q1,test,"",box,before,Preliminary question 1/2 <br> What is your age in years?,word,"pattern:""[0-9]+""",response < 30,screenout,"",28610,"39",22284,8600;9411,""
"3",Q2,test,Preliminary question 2/2,box,before,Preliminary question 2/2 <br> How many cigarettes do you smoke per day?,word,"pattern:""[0-9]+""",response < 10,screenout,"",40633,"10",12011,8021;9765,""
"16","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",164210,"60",7121,"","60"
"18","",test,"",box,"",What did you do during the break? (optional),word,"","","","",625342,petted my dog,160558,137750;141302;141983;142135;144094;144374;145782;147551;149558;150294;154766;156766;157526,""
"25","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",656787,"60",10721,"","60"
"27","",test,"",box,"",What did you do during the break? (optional),word,"","","","",993726,waited for 5 min,36362,4115;9906;26515;26946;28194;28522;28738;28938;29082;29426;29514;29634;29730;32578;32794;33482;33770;33899,""
"39","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1046520,"54",12726,"","54"
"41","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1426540,amazon,79157,72469;73341;73981;74245;75293;75622;76925,""
"48","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1466064,"65",13757,"","65"
"50","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1889252,no,122356,119244;119820,""
"62","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1945878,"66",10739,"","66"
"71","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2320657,"65",12409,"","65"
"73","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2711330,da,90134,68384;68783;69495;70056,""
"85","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2782496,"74",10074,"","74"
"87","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3154234,sat,71140,67059;67372;67972,""
"94","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3197497,"75",24544,"","75"
"96","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3543536,no,45227,43444;44253,""
"108","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3607837,"71",18085,"","71"
"110","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4076207,not much,167814,164655;164990;165470;165798;166125;166414;166820;167148,""
"117","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4102668,"71",9031,"","71"
"119","",test,"",box,"",What did you do during the break? (optional),word,"","","","",4664317,no,260645,257535;258388,""
"131","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",4730425,"65",8433,"","65"
"133","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5048364,raid,17161,11410;11811;12435;12891,""
"140","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5082001,"78",7517,"","78"
"142","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5488243,nada,105554,95330;96075;96899;97060;97500;102835;103372;103755,""
"154","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5557568,"78",32272,"","78"
"156","",test,"",box,"",What did you do during the break? (optional),word,"","","","",5919026,raid sl,60657,56491;57178;57811;58475;58818;59426;60139,""
"163","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",5942293,"79",5398,"","79"
"165","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6331475,zip,88255,85103;87134;87669,""
"177","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6380239,"78",4488,"","78"
"179","",test,"",box,"",What did you do during the break? (optional),word,"","","","",6859886,played raid,178819,173279;173515;174035;174899;175323;175483;175947;176606;177022;177774;178293,""
"186","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",6885786,"81",4642,"","81"
"188","",test,"",box,"",What did you do during the break? (optional),word,"","","","",7404494,game,218194,216138;216522;217201;217610,""
"200","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",7461180,"82",5545,"","82"
"202","",test,"",box,"",What did you do during the break? (optional),word,"","","","",7960854,not much,199124,195364;195860;196446;196708;197420;197740;198252;198660,""
"209","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",7992444,"81",4282,"","81"
"211","",test,"",box,"",What did you do during the break? (optional),word,"","","","",8371389,game,78190,74942;75566;76446;77510,""
"223","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",8418785,"84",9671,"","84"
"225","",test,"",box,"",What did you do during the break? (optional),word,"","","","",8813241,raid,93481,91188;91530;92244;92611,""
"232","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",8849160,"85",7480,"","85"
