browser,version,screenWidth,screenHeight,OS,OS_lang,GMT_timestamp,local_timestamp,trial_file_version,mindsCode,batchID,participant,batch_id,link,duration_s
Chrome,152.0.0.0,1920,1080,Windows,en-US,2026-09-15_19:46:07,2026-09-15_20:46:07,2026-09-15_17:52:16,M927219,TYYZGZ-02,M927219,TYYZGZ-02,https://www.testable.org/experiment/21489/996939/start?participant=M927219&batch_id=TYYZGZ-02,6905.907

rowNo,label,type,head,responseType,pageBreak,stim1,stimFormat,responseOptions,if,then,required,timestamp,response,RT,RTkeys,responseCode
"2",Q1,test,"",box,before,Preliminary question 1/2 <br> What is your age in years?,word,"pattern:""[0-9]+""",response < 30,screenout,"",194419,"47",16650,13277;13757,""
"3",Q2,test,Preliminary question 2/2,box,before,Preliminary question 2/2 <br> How many cigarettes do you smoke per day?,word,"pattern:""[0-9]+""",response < 10,screenout,"",198909,"15",4478,3283;3739,""
"16","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",318300,"69",14651,"","69"
"18","",test,"",box,"",What did you do during the break? (optional),word,"","","","",636010,smoke,17009,5987;9801;10018;10995;14114;14716;14931;15138;15492,""
"25","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",676784,"61",7335,"","61"
"27","",test,"",box,"",What did you do during the break? (optional),word,"","","","",986615,walking,8946,4106;4358;4679;5015;5177;5417;5628,""
"39","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1030801,"70",4736,"","70"
"41","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1338564,walking,7125,2707;2910;3314;3595;3733;3964;4161,""
"48","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1363478,"79",4872,"","79"
"50","",test,"",box,"",What did you do during the break? (optional),word,"","","","",1673107,Smoking,8866,5235;5667;5817;6209;6372;6591;6771,""
"62","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",1718719,"51",7133,"","51"
"71","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2056620,"57",4308,"","57"
"73","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2362409,eating,5195,2002;2259;2625;3009;3337;3618,""
"85","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2403085,"59",7211,"","59"
"87","",test,"",box,"",What did you do during the break? (optional),word,"","","","",2709045,walking,5196,2203;2477;2691;2957;3087;3411;3616,""
"94","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",2735607,"62",4457,"","62"
"96","",test,"",box,"",What did you do during the break? (optional),word,"","","","",3049046,Drinking,12793,2703;3440;4142;4496;5117;5322;6178;8908;9244;9468,""
"108","",form,How strong is your craving to smoke at this moment?,slider,before,"","",0_100_1;50,"","","1",3086996,"71",3110,"","71"
